Port Name,State,Port Code,Border,Date,Measure,Value,Location
Dunseith,North Dakota,3422,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,3083,POINT (-100.05 49)
San Ysidro,California,2504,US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Empty,0,POINT (-117.03 32.54)
Dalton Cache,Alaska,3106,US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,33,POINT (-136.36 59.45)
Whitlash,Montana,3321,US-Canada Border,02/01/2001 12:00:00 AM,Trains,0,POINT (-111.26000000000002 49)
Maida,North Dakota,3416,US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,0,POINT (-98.37 49)
Massena,New York,704,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,6065,POINT (-74.74 44.99)
Madawaska,Maine,109,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,92949,POINT (-68.33 47.36)
Laredo,Texas,2304,US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Full,57458,POINT (-99.51 27.5)
Progreso,Texas,2309,US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-97.95 26.06)
Warroad,Minnesota,3423,US-Canada Border,02/01/2001 12:00:00 AM,Trucks,1419,POINT (-95.38 49)
Lynden,Washington,3023,US-Canada Border,02/01/2001 12:00:00 AM,Buses,17,POINT (-122.49 49)
Sault Sainte Marie,Michigan,3803,US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,10704,POINT (-84.36000000000001 46.51)
Columbus,New Mexico,2406,US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicles,30370,POINT (-107.63 31.78)
Carbury,North Dakota,3421,US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,0,POINT (-100.56 49)
Tornillo-Fabens,Texas,2404,US-Mexico Border,01/01/2001 12:00:00 AM,Train Passengers,0,POINT (-106.14 31.429999999999996)
Rio Grande City,Texas,2307,US-Mexico Border,01/01/2001 12:00:00 AM,Trucks,2785,POINT (-98.8 26.37)
Detroit,Michigan,3801,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,27604,POINT (-83.04 42.32)
Detroit,Michigan,3801,US-Canada Border,01/01/2001 12:00:00 AM,Buses,3671,POINT (-83.04 42.32)
Sarles,North Dakota,3409,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-98.94 49)
Norton,Vermont,211,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,0,POINT (-71.79 45.01)
Whitlash,Montana,3321,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,61,POINT (-111.26000000000002 49)
Tecate,California,2505,US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-116.63 32.58)
Del Bonita,Montana,3322,US-Canada Border,01/01/2001 12:00:00 AM,Trains,0,POINT (-112.79 49)
Antler,North Dakota,3413,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,1762,POINT (-101.3 49)
Norton,Vermont,211,US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,9,POINT (-71.79 45.01)
Pembina,North Dakota,3401,US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,4689,POINT (-97.24 49)
San Luis,Arizona,2608,US-Mexico Border,01/01/2001 12:00:00 AM,Trucks,4407,POINT (-114.78000000000002 32.49)
Santa Teresa,New Mexico,2408,US-Mexico Border,01/01/2001 12:00:00 AM,Trains,0,POINT (-106.68 31.78)
Ambrose,North Dakota,3410,US-Canada Border,01/01/2001 12:00:00 AM,Buses,0,POINT (-103.49 49)
Richford,Vermont,203,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,25,POINT (-72.66 45.02)
Laredo,Texas,2304,US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Empty,55005,POINT (-99.51 27.5)
Antler,North Dakota,3413,US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,0,POINT (-101.3 49)
Derby Line,Vermont,209,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,107342,POINT (-72.09 45.01)
Ferry,Washington,3013,US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,0,POINT (-118.76000000000002 49)
Port Huron,Michigan,3802,US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,7988,POINT (-82.42 43)
Porthill,Idaho,3308,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,7022,POINT (-116.5 49)
Skagway,Alaska,3103,US-Canada Border,01/01/2001 12:00:00 AM,Trucks,102,POINT (-135.16 59.63)
Roma,Texas,2310,US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Full,481,POINT (-99.02 26.4)
Vanceboro,Maine,105,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,958,POINT (-67.43 45.57)
Brownsville,Texas,2301,US-Mexico Border,01/01/2001 12:00:00 AM,Trucks,20748,POINT (-97.5 25.89)
Roosville,Montana,3318,US-Canada Border,01/01/2001 12:00:00 AM,Buses,30,POINT (-115.05999999999999 49)
Massena,New York,704,US-Canada Border,01/01/2001 12:00:00 AM,Trains,0,POINT (-74.74 44.99)
Fort Kent,Maine,110,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-68.6 47.25)
Houlton,Maine,106,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,0,POINT (-67.78 46.13)
San Luis,Arizona,2608,US-Mexico Border,01/01/2001 12:00:00 AM,Pedestrians,320697,POINT (-114.78000000000002 32.49)
Piegan,Montana,3316,US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,0,POINT (-113.38 49)
Otay Mesa,California,2506,US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,764401,POINT (-116.94 32.55)
Fort Fairfield,Maine,107,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,1824,POINT (-67.79 46.77)
Metaline Falls,Washington,3025,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,1533,POINT (-117.30000000000001 49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,01/01/2001 12:00:00 AM,Trucks,3703,POINT (-93.4 48.61)
Calexico,California,2503,US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Full,27,POINT (-115.49999999999999 32.66)
Van Buren,Maine,108,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,293,POINT (-67.93 47.16)
El Paso,Texas,2402,US-Mexico Border,01/01/2001 12:00:00 AM,Bus Passengers,13190,POINT (-106.45 31.76)
Boundary,Washington,3015,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,0,POINT (-117.62999999999998 49)
Presidio,Texas,2403,US-Mexico Border,01/01/2001 12:00:00 AM,Buses,31,POINT (-104.39000000000001 29.56)
Hansboro,North Dakota,3415,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,1951,POINT (-99.35 49)
Hidalgo,Texas,2305,US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Full,18929,POINT (-98.27 26.1)
Blaine,Washington,3004,US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,2635,POINT (-122.74 49)
Tecate,California,2505,US-Mexico Border,01/01/2001 12:00:00 AM,Trucks,4587,POINT (-116.63 32.58)
Frontier,Washington,3020,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,881,POINT (-117.83 49)
Raymond,Montana,3301,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-104.57 49)
Progreso,Texas,2309,US-Mexico Border,01/01/2001 12:00:00 AM,Trains,0,POINT (-97.95 26.06)
Nogales,Arizona,2604,US-Mexico Border,01/01/2001 12:00:00 AM,Bus Passengers,10848,POINT (-110.94 31.33)
San Luis,Arizona,2608,US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-114.78000000000002 32.49)
Lukeville,Arizona,2602,US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicles,31915,POINT (-112.82 31.880000000000003)
Progreso,Texas,2309,US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Full,235,POINT (-97.95 26.06)
Whitetail,Montana,3312,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,676,POINT (-105.16 49)
Noyes,Minnesota,3402,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,157,POINT (-97.21 49)
Opheim,Montana,3317,US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,26,POINT (-106.38 49)
Calexico East,California,2507,US-Mexico Border,01/01/2001 12:00:00 AM,Pedestrians,38,POINT (-115.39 32.67)
Del Bonita,Montana,3322,US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,0,POINT (-112.79 49)
Morgan,Montana,3319,US-Canada Border,01/01/2001 12:00:00 AM,Buses,1,POINT (-107.83 49)
Whitetail,Montana,3312,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,0,POINT (-105.16 49)
Trout River,New York,715,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,11007,POINT (-74.31 44.99)
Pembina,North Dakota,3401,US-Canada Border,01/01/2001 12:00:00 AM,Trucks,18255,POINT (-97.24 49)
Naco,Arizona,2603,US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-109.95 31.33)
Alexandria Bay,New York,708,US-Canada Border,01/01/2001 12:00:00 AM,Trains,0,POINT (-75.98 44.35)
Opheim,Montana,3317,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-106.38 49)
Calexico East,California,2507,US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Empty,6017,POINT (-115.39 32.67)
Hannah,North Dakota,3408,US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,0,POINT (-98.69 49)
Laredo,Texas,2304,US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,1580263,POINT (-99.51 27.5)
St. John,North Dakota,3405,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-99.66 49)
Rio Grande City,Texas,2307,US-Mexico Border,01/01/2001 12:00:00 AM,Buses,0,POINT (-98.8 26.37)
Whitetail,Montana,3312,US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,0,POINT (-105.16 49)
Progreso,Texas,2309,US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicles,96169,POINT (-97.95 26.06)
Sweetgrass,Montana,3310,US-Canada Border,01/01/2001 12:00:00 AM,Trucks,11363,POINT (-111.96 49)
Opheim,Montana,3317,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,457,POINT (-106.38 49)
Richford,Vermont,203,US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,46,POINT (-72.66 45.02)
Portland,Maine,101,US-Canada Border,01/01/2001 12:00:00 AM,Trains,0,POINT (-70.25 43.660000000000004)
Boundary,Washington,3015,US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,0,POINT (-117.62999999999998 49)
Metaline Falls,Washington,3025,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,153,POINT (-117.30000000000001 49)
Houlton,Maine,106,US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,17,POINT (-67.78 46.13)
Houlton,Maine,106,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,49205,POINT (-67.78 46.13)
Fort Fairfield,Maine,107,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-67.79 46.77)
Antler,North Dakota,3413,US-Canada Border,01/01/2001 12:00:00 AM,Buses,0,POINT (-101.3 49)
Detroit,Michigan,3801,US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,91775,POINT (-83.04 42.32)
Pembina,North Dakota,3401,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-97.24 49)
Lynden,Washington,3023,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,42998,POINT (-122.49 49)
St. John,North Dakota,3405,US-Canada Border,01/01/2001 12:00:00 AM,Trains,0,POINT (-99.66 49)
Lynden,Washington,3023,US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,18,POINT (-122.49 49)
Raymond,Montana,3301,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,97,POINT (-104.57 49)
Port Huron,Michigan,3802,US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,1596,POINT (-82.42 43)
Bridgewater,Maine,127,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-67.78 46.45)
International Falls-Ranier,Minnesota,3604,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,2930,POINT (-93.4 48.61)
Point Roberts,Washington,3017,US-Canada Border,01/01/2001 12:00:00 AM,Buses,103,POINT (-123.07000000000001 49)
Del Bonita,Montana,3322,US-Canada Border,01/01/2001 12:00:00 AM,Trucks,116,POINT (-112.79 49)
Skagway,Alaska,3103,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,671,POINT (-135.16 59.63)
Skagway,Alaska,3103,US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,0,POINT (-135.16 59.63)
Columbus,New Mexico,2406,US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Empty,92,POINT (-107.63 31.78)
Fortuna,North Dakota,3417,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,968,POINT (-103.81 49)
Champlain-Rouses Point,New York,712,US-Canada Border,01/01/2001 12:00:00 AM,Trains,130,POINT (-73.45 45.01)
Bridgewater,Maine,127,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,0,POINT (-67.78 46.45)
Vanceboro,Maine,105,US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,0,POINT (-67.43 45.57)
Calexico,California,2503,US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Empty,41,POINT (-115.49999999999999 32.66)
Fort Kent,Maine,110,US-Canada Border,01/01/2001 12:00:00 AM,Buses,48,POINT (-68.6 47.25)
Nighthawk,Washington,3011,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-119.67000000000002 49)
Richford,Vermont,203,US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,0,POINT (-72.66 45.02)
Eastport,Idaho,3302,US-Canada Border,01/01/2001 12:00:00 AM,Trucks,3852,POINT (-116.17999999999999 49)
Whitlash,Montana,3321,US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,0,POINT (-111.26000000000002 49)
Derby Line,Vermont,209,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,50090,POINT (-72.09 45.01)
Opheim,Montana,3317,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,682,POINT (-106.38 49)
Roseau,Minnesota,3426,US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,17,POINT (-95.77 49)
Hansboro,North Dakota,3415,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,141,POINT (-99.35 49)
Norton,Vermont,211,US-Canada Border,01/01/2001 12:00:00 AM,Buses,1,POINT (-71.79 45.01)
Ambrose,North Dakota,3410,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,4,POINT (-103.49 49)
Eagle Pass,Texas,2303,US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Full,1236,POINT (-100.51 28.71)
Piegan,Montana,3316,US-Canada Border,01/01/2001 12:00:00 AM,Trains,0,POINT (-113.38 49)
Warroad,Minnesota,3423,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-95.38 49)
San Luis,Arizona,2608,US-Mexico Border,01/01/2001 12:00:00 AM,Train Passengers,0,POINT (-114.78000000000002 32.49)
Pinecreek,Minnesota,3425,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,492,POINT (-95.98 49)
Dalton Cache,Alaska,3106,US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,59,POINT (-136.36 59.45)
Sasabe,Arizona,2606,US-Mexico Border,01/01/2001 12:00:00 AM,Pedestrians,183,POINT (-111.54 31.48)
Vanceboro,Maine,105,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,9360,POINT (-67.43 45.57)
San Ysidro,California,2504,US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-117.03 32.54)
Westhope,North Dakota,3419,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,152,POINT (-101.02 49)
Eastport,Idaho,3302,US-Canada Border,01/01/2001 12:00:00 AM,Trains,67,POINT (-116.17999999999999 49)
Baudette,Minnesota,3424,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-94.59 48.72)
Northgate,North Dakota,3406,US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,6,POINT (-102.27 49)
Boundary,Washington,3015,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,0,POINT (-117.62999999999998 49)
Calais,Maine,115,US-Canada Border,01/01/2001 12:00:00 AM,Trucks,13195,POINT (-67.3 45.16)
International Falls-Ranier,Minnesota,3604,US-Canada Border,01/01/2001 12:00:00 AM,Buses,10,POINT (-93.4 48.61)
Boundary,Washington,3015,US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,24,POINT (-117.62999999999998 49)
Boundary,Washington,3015,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,5065,POINT (-117.62999999999998 49)
Massena,New York,704,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-74.74 44.99)
Hidalgo,Texas,2305,US-Mexico Border,01/01/2001 12:00:00 AM,Trains,0,POINT (-98.27 26.1)
Columbus,New Mexico,2406,US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Full,95,POINT (-107.63 31.78)
Raymond,Montana,3301,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,1628,POINT (-104.57 49)
Baudette,Minnesota,3424,US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,392,POINT (-94.59 48.72)
Opheim,Montana,3317,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-106.38 49)
Jackman,Maine,104,US-Canada Border,01/01/2001 12:00:00 AM,Trucks,12426,POINT (-70.4 45.81)
Scobey,Montana,3309,US-Canada Border,01/01/2001 12:00:00 AM,Buses,0,POINT (-105.41 49)
Alexandria Bay,New York,708,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-75.98 44.35)
San Ysidro,California,2504,US-Mexico Border,01/01/2001 12:00:00 AM,Pedestrians,1005265,POINT (-117.03 32.54)
Tornillo-Fabens,Texas,2404,US-Mexico Border,01/01/2001 12:00:00 AM,Trains,0,POINT (-106.14 31.429999999999996)
Warroad,Minnesota,3423,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,23363,POINT (-95.38 49)
Sherwood,North Dakota,3414,US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,155,POINT (-101.63 49)
Warroad,Minnesota,3423,US-Canada Border,01/01/2001 12:00:00 AM,Trucks,1472,POINT (-95.38 49)
Massena,New York,704,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,80123,POINT (-74.74 44.99)
Ogdensburg,New York,701,US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,0,POINT (-75.46 44.73)
Piegan,Montana,3316,US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,4,POINT (-113.38 49)
Otay Mesa,California,2506,US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Empty,312,POINT (-116.94 32.55)
Ambrose,North Dakota,3410,US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,0,POINT (-103.49 49)
Turner,Montana,3306,US-Canada Border,01/01/2001 12:00:00 AM,Trains,0,POINT (-108.39 49)
Alexandria Bay,New York,708,US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,71100,POINT (-75.98 44.35)
Bridgewater,Maine,127,US-Canada Border,01/01/2001 12:00:00 AM,Buses,1,POINT (-67.78 46.45)
Del Rio,Texas,2302,US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Empty,1701,POINT (-100.93 29.330000000000002)
Dalton Cache,Alaska,3106,US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-136.36 59.45)
Portal,North Dakota,3403,US-Canada Border,12/01/2000 12:00:00 AM,Trucks,4135,POINT (-102.55 49)
Houlton,Maine,106,US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,0,POINT (-67.78 46.13)
Sherwood,North Dakota,3414,US-Canada Border,12/01/2000 12:00:00 AM,Pedestrians,0,POINT (-101.63 49)
Sault Sainte Marie,Michigan,3803,US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,170152,POINT (-84.36000000000001 46.51)
Skagway,Alaska,3103,US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,0,POINT (-135.16 59.63)
Sarles,North Dakota,3409,US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,35,POINT (-98.94 49)
Ferry,Washington,3013,US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicles,685,POINT (-118.76000000000002 49)
San Luis,Arizona,2608,US-Mexico Border,12/01/2000 12:00:00 AM,Trains,0,POINT (-114.78000000000002 32.49)
Lynden,Washington,3023,US-Canada Border,12/01/2000 12:00:00 AM,Trucks,2646,POINT (-122.49 49)
Brownsville,Texas,2301,US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,0,POINT (-97.5 25.89)
Sumas,Washington,3009,US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Full,1004,POINT (-122.26 49)
Alexandria Bay,New York,708,US-Canada Border,12/01/2000 12:00:00 AM,Buses,47,POINT (-75.98 44.35)
Sasabe,Arizona,2606,US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,5842,POINT (-111.54 31.48)
Sherwood,North Dakota,3414,US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,0,POINT (-101.63 49)
Portal,North Dakota,3403,US-Canada Border,12/01/2000 12:00:00 AM,Pedestrians,238,POINT (-102.55 49)
Pembina,North Dakota,3401,US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicles,11276,POINT (-97.24 49)
Laredo,Texas,2304,US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,0,POINT (-99.51 27.5)
Sumas,Washington,3009,US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,6573,POINT (-122.26 49)
Ferry,Washington,3013,US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Full,0,POINT (-118.76000000000002 49)
Sweetgrass,Montana,3310,US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,808,POINT (-111.96 49)
Portal,North Dakota,3403,US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,761,POINT (-102.55 49)
Van Buren,Maine,108,US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,20,POINT (-67.93 47.16)
San Luis,Arizona,2608,US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,649345,POINT (-114.78000000000002 32.49)
Porthill,Idaho,3308,US-Canada Border,12/01/2000 12:00:00 AM,Buses,21,POINT (-116.5 49)
Piegan,Montana,3316,US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,0,POINT (-113.38 49)
Presidio,Texas,2403,US-Mexico Border,12/01/2000 12:00:00 AM,Trucks,814,POINT (-104.39000000000001 29.56)
Tornillo-Fabens,Texas,2404,US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicles,65144,POINT (-106.14 31.429999999999996)
Roma,Texas,2310,US-Mexico Border,12/01/2000 12:00:00 AM,Trains,0,POINT (-99.02 26.4)
Carbury,North Dakota,3421,US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,25,POINT (-100.56 49)
Pinecreek,Minnesota,3425,US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,17,POINT (-95.98 49)
Norton,Vermont,211,US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,0,POINT (-71.79 45.01)
