Port Name,State,Port Code,Border,Date,Measure,Value,Location
Neche,North Dakota,3404,US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,7041,POINT (-97.56 49)
Alexandria Bay,New York,708,US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Empty,1181,POINT (-75.98 44.35)
Fortuna,North Dakota,3417,US-Canada Border,03/01/2001 12:00:00 AM,Buses,9,POINT (-103.81 49)
Fortuna,North Dakota,3417,US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-103.81 49)
Hansboro,North Dakota,3415,US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,838,POINT (-99.35 49)
Skagway,Alaska,3103,US-Canada Border,03/01/2001 12:00:00 AM,Bus Passengers,116,POINT (-135.16 59.63)
Skagway,Alaska,3103,US-Canada Border,03/01/2001 12:00:00 AM,Train Passengers,0,POINT (-135.16 59.63)
Ferry,Washington,3013,US-Canada Border,03/01/2001 12:00:00 AM,Trucks,114,POINT (-118.76000000000002 49)
Danville,Washington,3012,US-Canada Border,03/01/2001 12:00:00 AM,Trains,14,POINT (-118.50000000000001 49)
Hannah,North Dakota,3408,US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-98.69 49)
Blaine,Washington,3004,US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Empty,12973,POINT (-122.74 49)
Presidio,Texas,2403,US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Full,419,POINT (-104.39000000000001 29.56)
Boundary,Washington,3015,US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,6798,POINT (-117.62999999999998 49)
Porthill,Idaho,3308,US-Canada Border,03/01/2001 12:00:00 AM,Buses,25,POINT (-116.5 49)
Point Roberts,Washington,3017,US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,59066,POINT (-123.07000000000001 49)
Norton,Vermont,211,US-Canada Border,03/01/2001 12:00:00 AM,Train Passengers,114,POINT (-71.79 45.01)
Turner,Montana,3306,US-Canada Border,03/01/2001 12:00:00 AM,Pedestrians,0,POINT (-108.39 49)
Ferry,Washington,3013,US-Canada Border,03/01/2001 12:00:00 AM,Bus Passengers,86,POINT (-118.76000000000002 49)
Brownsville,Texas,2301,US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Empty,11218,POINT (-97.5 25.89)
Sarles,North Dakota,3409,US-Canada Border,03/01/2001 12:00:00 AM,Trucks,87,POINT (-98.94 49)
Morgan,Montana,3319,US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,944,POINT (-107.83 49)
Limestone,Maine,118,US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-67.79 46.92)
Fortuna,North Dakota,3417,US-Canada Border,03/01/2001 12:00:00 AM,Bus Passengers,338,POINT (-103.81 49)
Derby Line,Vermont,209,US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,56215,POINT (-72.09 45.01)
Scobey,Montana,3309,US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,69,POINT (-105.41 49)
Piegan,Montana,3316,US-Canada Border,03/01/2001 12:00:00 AM,Train Passengers,0,POINT (-113.38 49)
Presidio,Texas,2403,US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-104.39000000000001 29.56)
Eastport,Idaho,3302,US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,5288,POINT (-116.17999999999999 49)
Sault Sainte Marie,Michigan,3803,US-Canada Border,03/01/2001 12:00:00 AM,Pedestrians,0,POINT (-84.36000000000001 46.51)
Alexandria Bay,New York,708,US-Canada Border,03/01/2001 12:00:00 AM,Buses,132,POINT (-75.98 44.35)
Turner,Montana,3306,US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,75,POINT (-108.39 49)
Calais,Maine,115,US-Canada Border,03/01/2001 12:00:00 AM,Trains,20,POINT (-67.3 45.16)
Lukeville,Arizona,2602,US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,136914,POINT (-112.82 31.880000000000003)
Nogales,Arizona,2604,US-Mexico Border,03/01/2001 12:00:00 AM,Bus Passengers,10940,POINT (-110.94 31.33)
Alexandria Bay,New York,708,US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-75.98 44.35)
Roseau,Minnesota,3426,US-Canada Border,03/01/2001 12:00:00 AM,Trucks,1057,POINT (-95.77 49)
San Luis,Arizona,2608,US-Mexico Border,03/01/2001 12:00:00 AM,Train Passengers,0,POINT (-114.78000000000002 32.49)
Vanceboro,Maine,105,US-Canada Border,03/01/2001 12:00:00 AM,Trains,29,POINT (-67.43 45.57)
Oroville,Washington,3019,US-Canada Border,03/01/2001 12:00:00 AM,Pedestrians,55,POINT (-119.46 49)
Raymond,Montana,3301,US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,1534,POINT (-104.57 49)
Vanceboro,Maine,105,US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Empty,41,POINT (-67.43 45.57)
Progreso,Texas,2309,US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-97.95 26.06)
Hansboro,North Dakota,3415,US-Canada Border,03/01/2001 12:00:00 AM,Trucks,157,POINT (-99.35 49)
Lukeville,Arizona,2602,US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicles,47212,POINT (-112.82 31.880000000000003)
Presidio,Texas,2403,US-Mexico Border,03/01/2001 12:00:00 AM,Buses,31,POINT (-104.39000000000001 29.56)
Sweetgrass,Montana,3310,US-Canada Border,03/01/2001 12:00:00 AM,Bus Passengers,1856,POINT (-111.96 49)
Beecher Falls,Vermont,206,US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-71.51 45.01)
Presidio,Texas,2403,US-Mexico Border,03/01/2001 12:00:00 AM,Trains,1,POINT (-104.39000000000001 29.56)
Roma,Texas,2310,US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,423781,POINT (-99.02 26.4)
Beecher Falls,Vermont,206,US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-71.51 45.01)
Del Rio,Texas,2302,US-Mexico Border,03/01/2001 12:00:00 AM,Train Passengers,0,POINT (-100.93 29.330000000000002)
Roseau,Minnesota,3426,US-Canada Border,03/01/2001 12:00:00 AM,Buses,3,POINT (-95.77 49)
Naco,Arizona,2603,US-Mexico Border,03/01/2001 12:00:00 AM,Bus Passengers,0,POINT (-109.95 31.33)
Van Buren,Maine,108,US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Empty,2352,POINT (-67.93 47.16)
Roma,Texas,2310,US-Mexico Border,03/01/2001 12:00:00 AM,Pedestrians,33068,POINT (-99.02 26.4)
Metaline Falls,Washington,3025,US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,439,POINT (-117.30000000000001 49)
Calexico,California,2503,US-Mexico Border,03/01/2001 12:00:00 AM,Trains,0,POINT (-115.49999999999999 32.66)
Rio Grande City,Texas,2307,US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-98.8 26.37)
Derby Line,Vermont,209,US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,112248,POINT (-72.09 45.01)
Sherwood,North Dakota,3414,US-Canada Border,03/01/2001 12:00:00 AM,Train Passengers,0,POINT (-101.63 49)
Sasabe,Arizona,2606,US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-111.54 31.48)
Norton,Vermont,211,US-Canada Border,03/01/2001 12:00:00 AM,Buses,5,POINT (-71.79 45.01)
Progreso,Texas,2309,US-Mexico Border,03/01/2001 12:00:00 AM,Trucks,1677,POINT (-97.95 26.06)
Del Bonita,Montana,3322,US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,954,POINT (-112.79 49)
Hidalgo,Texas,2305,US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Empty,11507,POINT (-98.27 26.1)
Eastport,Idaho,3302,US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,4710,POINT (-116.17999999999999 49)
Morgan,Montana,3319,US-Canada Border,03/01/2001 12:00:00 AM,Bus Passengers,32,POINT (-107.83 49)
Bridgewater,Maine,127,US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,12774,POINT (-67.78 46.45)
Noonan,North Dakota,3420,US-Canada Border,03/01/2001 12:00:00 AM,Trains,0,POINT (-103 49)
Ogdensburg,New York,701,US-Canada Border,03/01/2001 12:00:00 AM,Pedestrians,0,POINT (-75.46 44.73)
Grand Portage,Minnesota,3613,US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-89.59 48.00000000000001)
Baudette,Minnesota,3424,US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,582,POINT (-94.59 48.72)
Port Huron,Michigan,3802,US-Canada Border,03/01/2001 12:00:00 AM,Train Passengers,3316,POINT (-82.42 43)
Jackman,Maine,104,US-Canada Border,03/01/2001 12:00:00 AM,Buses,25,POINT (-70.4 45.81)
Naco,Arizona,2603,US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Empty,285,POINT (-109.95 31.33)
Nogales,Arizona,2604,US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Empty,2575,POINT (-110.94 31.33)
Tecate,California,2505,US-Mexico Border,03/01/2001 12:00:00 AM,Trains,10,POINT (-116.63 32.58)
Otay Mesa,California,2506,US-Mexico Border,03/01/2001 12:00:00 AM,Pedestrians,41355,POINT (-116.94 32.55)
Sasabe,Arizona,2606,US-Mexico Border,03/01/2001 12:00:00 AM,Bus Passengers,0,POINT (-111.54 31.48)
Santa Teresa,New Mexico,2408,US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,20367,POINT (-106.68 31.78)
Portal,North Dakota,3403,US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,4659,POINT (-102.55 49)
Noonan,North Dakota,3420,US-Canada Border,03/01/2001 12:00:00 AM,Trucks,112,POINT (-103 49)
Calexico East,California,2507,US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,712938,POINT (-115.39 32.67)
Portland,Maine,101,US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,0,POINT (-70.25 43.660000000000004)
Progreso,Texas,2309,US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,0,POINT (-97.95 26.06)
Port Huron,Michigan,3802,US-Canada Border,02/01/2001 12:00:00 AM,Buses,208,POINT (-82.42 43)
Brownsville,Texas,2301,US-Mexico Border,02/01/2001 12:00:00 AM,Trains,52,POINT (-97.5 25.89)
Oroville,Washington,3019,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,1975,POINT (-119.46 49)
Nighthawk,Washington,3011,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,0,POINT (-119.67000000000002 49)
Beecher Falls,Vermont,206,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,10339,POINT (-71.51 45.01)
Pinecreek,Minnesota,3425,US-Canada Border,02/01/2001 12:00:00 AM,Trucks,50,POINT (-95.98 49)
Hidalgo,Texas,2305,US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,0,POINT (-98.27 26.1)
Norton,Vermont,211,US-Canada Border,02/01/2001 12:00:00 AM,Buses,1,POINT (-71.79 45.01)
Hidalgo,Texas,2305,US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-98.27 26.1)
Massena,New York,704,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,74817,POINT (-74.74 44.99)
Calexico East,California,2507,US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Empty,3133,POINT (-115.39 32.67)
Laredo,Texas,2304,US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Empty,5324,POINT (-99.51 27.5)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,3,POINT (-73.09 45.02)
Piegan,Montana,3316,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,27,POINT (-113.38 49)
Fort Fairfield,Maine,107,US-Canada Border,02/01/2001 12:00:00 AM,Trucks,1649,POINT (-67.79 46.77)
El Paso,Texas,2402,US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Full,28255,POINT (-106.45 31.76)
Van Buren,Maine,108,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,22169,POINT (-67.93 47.16)
Neche,North Dakota,3404,US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,0,POINT (-97.56 49)
Dunseith,North Dakota,3422,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-100.05 49)
Frontier,Washington,3020,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,7444,POINT (-117.83 49)
Boundary,Washington,3015,US-Canada Border,02/01/2001 12:00:00 AM,Buses,3,POINT (-117.62999999999998 49)
Point Roberts,Washington,3017,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,0,POINT (-123.07000000000001 49)
Alcan,Alaska,3104,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,40,POINT (-141 62.61)
Neche,North Dakota,3404,US-Canada Border,02/01/2001 12:00:00 AM,Trains,0,POINT (-97.56 49)
Opheim,Montana,3317,US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,0,POINT (-106.38 49)
Sasabe,Arizona,2606,US-Mexico Border,02/01/2001 12:00:00 AM,Pedestrians,174,POINT (-111.54 31.48)
Boundary,Washington,3015,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,69,POINT (-117.62999999999998 49)
Pembina,North Dakota,3401,US-Canada Border,02/01/2001 12:00:00 AM,Trucks,16517,POINT (-97.24 49)
Scobey,Montana,3309,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-105.41 49)
Blaine,Washington,3004,US-Canada Border,02/01/2001 12:00:00 AM,Buses,849,POINT (-122.74 49)
Del Rio,Texas,2302,US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-100.93 29.330000000000002)
Beecher Falls,Vermont,206,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,0,POINT (-71.51 45.01)
Eastport,Idaho,3302,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,9660,POINT (-116.17999999999999 49)
Roosville,Montana,3318,US-Canada Border,02/01/2001 12:00:00 AM,Trains,0,POINT (-115.05999999999999 49)
Ferry,Washington,3013,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,799,POINT (-118.76000000000002 49)
Opheim,Montana,3317,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,4,POINT (-106.38 49)
Lukeville,Arizona,2602,US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,0,POINT (-112.82 31.880000000000003)
Sweetgrass,Montana,3310,US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,526,POINT (-111.96 49)
Westhope,North Dakota,3419,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,126,POINT (-101.02 49)
Nighthawk,Washington,3011,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,0,POINT (-119.67000000000002 49)
Hansboro,North Dakota,3415,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,743,POINT (-99.35 49)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,200,POINT (-73.09 45.02)
Sweetgrass,Montana,3310,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,1362,POINT (-111.96 49)
Opheim,Montana,3317,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,604,POINT (-106.38 49)
Boundary,Washington,3015,US-Canada Border,02/01/2001 12:00:00 AM,Trucks,3,POINT (-117.62999999999998 49)
Trout River,New York,715,US-Canada Border,02/01/2001 12:00:00 AM,Buses,3,POINT (-74.31 44.99)
Scobey,Montana,3309,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,1,POINT (-105.41 49)
Ferry,Washington,3013,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,0,POINT (-118.76000000000002 49)
Frontier,Washington,3020,US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,60,POINT (-117.83 49)
Roseau,Minnesota,3426,US-Canada Border,02/01/2001 12:00:00 AM,Trains,0,POINT (-95.77 49)
Fort Kent,Maine,110,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,26262,POINT (-68.6 47.25)
Bridgewater,Maine,127,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-67.78 46.45)
Pembina,North Dakota,3401,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-97.24 49)
Fort Fairfield,Maine,107,US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,0,POINT (-67.79 46.77)
Walhalla,North Dakota,3407,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,0,POINT (-97.91000000000001 49)
Metaline Falls,Washington,3025,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-117.30000000000001 49)
Andrade,California,2502,US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,0,POINT (-114.73000000000002 32.72)
Turner,Montana,3306,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,67,POINT (-108.39 49)
Maida,North Dakota,3416,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,2707,POINT (-98.37 49)
Calexico,California,2503,US-Mexico Border,02/01/2001 12:00:00 AM,Buses,136,POINT (-115.49999999999999 32.66)
Rio Grande City,Texas,2307,US-Mexico Border,02/01/2001 12:00:00 AM,Trucks,2404,POINT (-98.8 26.37)
Pembina,North Dakota,3401,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,7152,POINT (-97.24 49)
Fort Kent,Maine,110,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-68.6 47.25)
Dunseith,North Dakota,3422,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,55,POINT (-100.05 49)
Blaine,Washington,3004,US-Canada Border,02/01/2001 12:00:00 AM,Trains,111,POINT (-122.74 49)
Northgate,North Dakota,3406,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,1195,POINT (-102.27 49)
Sumas,Washington,3009,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,636,POINT (-122.26 49)
Morgan,Montana,3319,US-Canada Border,02/01/2001 12:00:00 AM,Trucks,454,POINT (-107.83 49)
International Falls-Ranier,Minnesota,3604,US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,596,POINT (-93.4 48.61)
Porthill,Idaho,3308,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,515,POINT (-116.5 49)
Carbury,North Dakota,3421,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,2800,POINT (-100.56 49)
Presidio,Texas,2403,US-Mexico Border,02/01/2001 12:00:00 AM,Buses,28,POINT (-104.39000000000001 29.56)
Ogdensburg,New York,701,US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,1,POINT (-75.46 44.73)
Calexico East,California,2507,US-Mexico Border,02/01/2001 12:00:00 AM,Bus Passengers,309,POINT (-115.39 32.67)
Detroit,Michigan,3801,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,632487,POINT (-83.04 42.32)
Roseau,Minnesota,3426,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-95.77 49)
Morgan,Montana,3319,US-Canada Border,02/01/2001 12:00:00 AM,Trains,0,POINT (-107.83 49)
Ferry,Washington,3013,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,0,POINT (-118.76000000000002 49)
Del Rio,Texas,2302,US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Full,2928,POINT (-100.93 29.330000000000002)
Ambrose,North Dakota,3410,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,554,POINT (-103.49 49)
Roosville,Montana,3318,US-Canada Border,02/01/2001 12:00:00 AM,Trucks,2133,POINT (-115.05999999999999 49)
Opheim,Montana,3317,US-Canada Border,02/01/2001 12:00:00 AM,Buses,1,POINT (-106.38 49)
Champlain-Rouses Point,New York,712,US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,1505,POINT (-73.45 45.01)
Hannah,North Dakota,3408,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,0,POINT (-98.69 49)
Trout River,New York,715,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,188,POINT (-74.31 44.99)
Vanceboro,Maine,105,US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,51,POINT (-67.43 45.57)
Ogdensburg,New York,701,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,33010,POINT (-75.46 44.73)
Neche,North Dakota,3404,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,2864,POINT (-97.56 49)
Detroit,Michigan,3801,US-Canada Border,02/01/2001 12:00:00 AM,Trains,321,POINT (-83.04 42.32)
Frontier,Washington,3020,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,723,POINT (-117.83 49)
Sherwood,North Dakota,3414,US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,0,POINT (-101.63 49)
Hidalgo,Texas,2305,US-Mexico Border,02/01/2001 12:00:00 AM,Trucks,28001,POINT (-98.27 26.1)
El Paso,Texas,2402,US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Empty,25085,POINT (-106.45 31.76)
Alexandria Bay,New York,708,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-75.98 44.35)
Del Bonita,Montana,3322,US-Canada Border,02/01/2001 12:00:00 AM,Trains,0,POINT (-112.79 49)
Roosville,Montana,3318,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,5117,POINT (-115.05999999999999 49)
Westhope,North Dakota,3419,US-Canada Border,02/01/2001 12:00:00 AM,Trucks,499,POINT (-101.02 49)
Morgan,Montana,3319,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,987,POINT (-107.83 49)
Del Bonita,Montana,3322,US-Canada Border,02/01/2001 12:00:00 AM,Buses,0,POINT (-112.79 49)
Nighthawk,Washington,3011,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-119.67000000000002 49)
Danville,Washington,3012,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,19,POINT (-118.50000000000001 49)
Vanceboro,Maine,105,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,0,POINT (-67.43 45.57)
Brownsville,Texas,2301,US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,0,POINT (-97.5 25.89)
Jackman,Maine,104,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,0,POINT (-70.4 45.81)
Sasabe,Arizona,2606,US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-111.54 31.48)
Warroad,Minnesota,3423,US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,3,POINT (-95.38 49)
Dunseith,North Dakota,3422,US-Canada Border,02/01/2001 12:00:00 AM,Buses,15,POINT (-100.05 49)
Neche,North Dakota,3404,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,0,POINT (-97.56 49)
Whitlash,Montana,3321,US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,0,POINT (-111.26000000000002 49)
Scobey,Montana,3309,US-Canada Border,02/01/2001 12:00:00 AM,Trains,0,POINT (-105.41 49)
Antler,North Dakota,3413,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,90,POINT (-101.3 49)
Portal,North Dakota,3403,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,3980,POINT (-102.55 49)
Sherwood,North Dakota,3414,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-101.63 49)
Metaline Falls,Washington,3025,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,3746,POINT (-117.30000000000001 49)
Portland,Maine,101,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-70.25 43.660000000000004)
Presidio,Texas,2403,US-Mexico Border,02/01/2001 12:00:00 AM,Pedestrians,1663,POINT (-104.39000000000001 29.56)
Metaline Falls,Washington,3025,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,136,POINT (-117.30000000000001 49)
Ambrose,North Dakota,3410,US-Canada Border,02/01/2001 12:00:00 AM,Trucks,9,POINT (-103.49 49)
Del Bonita,Montana,3322,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-112.79 49)
Skagway,Alaska,3103,US-Canada Border,02/01/2001 12:00:00 AM,Trains,0,POINT (-135.16 59.63)
Point Roberts,Washington,3017,US-Canada Border,02/01/2001 12:00:00 AM,Buses,90,POINT (-123.07000000000001 49)
Calexico East,California,2507,US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Full,37,POINT (-115.39 32.67)
St. John,North Dakota,3405,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,1991,POINT (-99.66 49)
Fortuna,North Dakota,3417,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,11,POINT (-103.81 49)
Dalton Cache,Alaska,3106,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,28,POINT (-136.36 59.45)
Roosville,Montana,3318,US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,0,POINT (-115.05999999999999 49)
Progreso,Texas,2309,US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,299578,POINT (-97.95 26.06)
Sumas,Washington,3009,US-Canada Border,02/01/2001 12:00:00 AM,Trains,56,POINT (-122.26 49)
Port Huron,Michigan,3802,US-Canada Border,02/01/2001 12:00:00 AM,Trucks,64072,POINT (-82.42 43)
Fortuna,North Dakota,3417,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-103.81 49)
Morgan,Montana,3319,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-107.83 49)
Frontier,Washington,3020,US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,1,POINT (-117.83 49)
Laurier,Washington,3016,US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,2547,POINT (-118.22 49)
Nighthawk,Washington,3011,US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,0,POINT (-119.67000000000002 49)
Noonan,North Dakota,3420,US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,53,POINT (-103 49)
Tornillo-Fabens,Texas,2404,US-Mexico Border,02/01/2001 12:00:00 AM,Buses,0,POINT (-106.14 31.429999999999996)
Hansboro,North Dakota,3415,US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,0,POINT (-99.35 49)
Nogales,Arizona,2604,US-Mexico Border,02/01/2001 12:00:00 AM,Trucks,26506,POINT (-110.94 31.33)
Madawaska,Maine,109,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,0,POINT (-68.33 47.36)
Hidalgo,Texas,2305,US-Mexico Border,02/01/2001 12:00:00 AM,Trains,0,POINT (-98.27 26.1)
Santa Teresa,New Mexico,2408,US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Full,1372,POINT (-106.68 31.78)
Raymond,Montana,3301,US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,0,POINT (-104.57 49)
